pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2021-12-01	Trattamento automatico della lingua a supporto dell’editoria: primi esperimenti con il Devoto-Oli Junior	Proceedings of the Eighth Italian Conference on Computational Linguistics (CLiC-it)	The paper illustrates the results of a first experiment in which Natural Language Processing was used to support the revision of a children’s dictionary, in particular for what concerns style and wording of definitions and the enrichment of the list of lemmas. The results achieved are promising and demonstrate the potential of a synergy to be strengthened in the publishing sector.	Dini, I., Dell’Orletta, F., Ferri, F., Gismondi, B., & Montemagni, S. (2022). &quot;Trattamento automatico della lingua a supporto dell’editoria: primi esperimenti con il Devoto-Oli Junior.&quot; In <i>E. Fersini, M. Passarotti, & V. Patti (éds.), Proceedings of the Eighth Italian Conference on Computational Linguistics CliC-it 2021 </i>	2021_clicit	https://core.ac.uk/download/pdf/552147489.pdf#page=149	http://academicpages.github.io/files/slides1.pdf
